111479507;41.1405;-8.616468;-0.1503857;0.7180372
111479508;41.14048;-8.616322;-0.1503832;0.7180369
111479509;41.14049;-8.616189;-0.1503809;0.718037
111479510;41.14054;-8.616021;-0.1503779;0.7180378
111481288;41.14143;-8.613438;-0.1503329;0.7180533
111481561;41.14165;-8.61452;-0.1503517;0.7180572
111481563;41.14125;-8.614502;-0.1503514;0.7180504
111481848;41.14166;-8.615314;-0.1503656;0.7180574
111481849;41.14095;-8.615317;-0.1503657;0.718045
112686789;41.14125;-8.610816;-0.1502871;0.7180502
129558976;41.14278;-8.615279;-0.150365;0.718077
129559334;41.14274;-8.614152;-0.1503453;0.7180762
137868887;41.14466;-8.611577;-0.1503004;0.7181098
138223440;41.14524;-8.613586;-0.1503354;0.7181199
285910556;41.14184;-8.61449;-0.1503512;0.7180606
286969387;41.14486;-8.613845;-0.15034;0.7181133
286969389;41.14392;-8.615019;-0.1503605;0.7180969
286969390;41.14361;-8.615189;-0.1503634;0.7180914
286969391;41.14332;-8.615434;-0.1503677;0.7180864
286969392;41.14324;-8.615486;-0.1503686;0.7180851
286969393;41.14311;-8.615649;-0.1503714;0.7180828
286969394;41.14297;-8.615945;-0.1503766;0.7180803
286969395;41.14293;-8.616122;-0.1503797;0.7180796
286969396;41.14292;-8.616286;-0.1503826;0.7180794
286969397;41.14293;-8.616579;-0.1503877;0.7180795
286969398;41.14297;-8.616913;-0.1503935;0.7180803
286969399;41.14308;-8.61717;-0.150398;0.7180822
286969400;41.14311;-8.617342;-0.150401;0.7180827
286969936;41.14251;-8.615276;-0.1503649;0.7180723
286969938;41.14242;-8.61565;-0.1503715;0.7180706
286969939;41.14236;-8.615832;-0.1503746;0.7180696
286969940;41.14215;-8.616264;-0.1503822;0.718066
286969943;41.14092;-8.617435;-0.1504026;0.7180445
286969970;41.14167;-8.616755;-0.1503907;0.7180576
286970022;41.14072;-8.615488;-0.1503686;0.7180411
286970027;41.14129;-8.617109;-0.1503969;0.718051
475548530;41.1449;-8.615485;-0.1503686;0.718114
475549048;41.14318;-8.61552;-0.1503692;0.718084
475549051;41.14461;-8.615561;-0.1503699;0.7181089
475549495;41.14339;-8.615926;-0.1503763;0.7180877
475549497;41.14338;-8.616523;-0.1503867;0.7180875
475550561;41.14431;-8.614497;-0.1503513;0.7181037
475550923;41.14429;-8.615646;-0.1503714;0.7181033
475551227;41.14359;-8.615884;-0.1503755;0.7180912
475552091;41.14248;-8.616929;-0.1503938;0.7180718
475555174;41.14275;-8.615684;-0.150372;0.7180765
475555175;41.14266;-8.616134;-0.1503799;0.7180749
475555187;41.14189;-8.616536;-0.1503869;0.7180614
475737524;41.14447;-8.61426;-0.1503472;0.7181066
475873985;41.14325;-8.61145;-0.1502982;0.7180852
475875745;41.14302;-8.610757;-0.1502861;0.7180811
475875746;41.14272;-8.610543;-0.1502823;0.7180759
475875752;41.14179;-8.611286;-0.1502953;0.7180597
475876246;41.14346;-8.611956;-0.150307;0.7180889
476009975;41.14271;-8.613694;-0.1503373;0.7180758
476010141;41.14156;-8.613044;-0.150326;0.7180557
476018885;41.14138;-8.611681;-0.1503022;0.7180526
476019077;41.14244;-8.612138;-0.1503102;0.7180711
1143317277;41.14176;-8.611438;-0.1502979;0.7180592
1143318409;41.14191;-8.611914;-0.1503063;0.7180617
1279795688;41.14251;-8.616706;-0.1503899;0.7180723
1279795690;41.14302;-8.615801;-0.1503741;0.7180812
1279795709;41.14277;-8.615468;-0.1503683;0.7180768
1296455172;41.14097;-8.617385;-0.1504017;0.7180454
2080756633;41.14115;-8.614278;-0.1503475;0.7180486
2204446849;41.14169;-8.611814;-0.1503045;0.7180579
2204446861;41.14278;-8.613613;-0.1503359;0.718077
2204446866;41.14307;-8.613203;-0.1503288;0.7180821
2204446890;41.14203;-8.610907;-0.1502887;0.7180639
2204446907;41.1431;-8.613151;-0.1503278;0.7180827
2204446908;41.14189;-8.6111;-0.1502921;0.7180614
2204446913;41.14244;-8.610607;-0.1502834;0.718071
2204446921;41.1432;-8.612597;-0.1503182;0.7180843
2204446937;41.14283;-8.613525;-0.1503344;0.7180778
2204446939;41.14272;-8.614015;-0.1503429;0.718076
2204446945;41.14183;-8.611205;-0.1502939;0.7180604
2204446947;41.14335;-8.612165;-0.1503106;0.718087
2204446953;41.14302;-8.613302;-0.1503305;0.7180811
2204446955;41.14222;-8.610707;-0.1502852;0.7180672
2204446961;41.14265;-8.610531;-0.1502821;0.7180746
2204446974;41.14289;-8.613452;-0.1503331;0.7180789
2204446977;41.14318;-8.612818;-0.150322;0.718084
2204446981;41.14317;-8.612988;-0.150325;0.7180839
2204446983;41.1431;-8.613116;-0.1503272;0.7180827
2204446999;41.14212;-8.610789;-0.1502866;0.7180655
2204447000;41.14326;-8.612348;-0.1503138;0.7180854
2204447002;41.14324;-8.612422;-0.1503151;0.7180851
2204447004;41.14169;-8.611804;-0.1503043;0.7180579
2205076659;41.1428;-8.612322;-0.1503134;0.7180774
2205076660;41.14299;-8.611997;-0.1503077;0.7180806
2205076669;41.14315;-8.611717;-0.1503028;0.7180834
2205076670;41.1429;-8.61214;-0.1503102;0.7180791
2205076695;41.14306;-8.611815;-0.1503045;0.7180819
2205504355;41.14303;-8.610808;-0.150287;0.7180814
2205504451;41.14307;-8.611116;-0.1502923;0.7180821
2205627342;41.14274;-8.611876;-0.1503056;0.7180762
2205627539;41.1428;-8.612339;-0.1503137;0.7180773
2205918283;41.14132;-8.611324;-0.150296;0.7180516
2205918409;41.14248;-8.613224;-0.1503291;0.7180717
2205918468;41.14277;-8.613461;-0.1503332;0.7180767
2205918495;41.14251;-8.613251;-0.1503296;0.7180722
2205918506;41.14136;-8.611552;-0.1502999;0.7180522
2205918681;41.14267;-8.613387;-0.150332;0.718075
2205918807;41.14254;-8.613288;-0.1503302;0.7180728
2205918851;41.14262;-8.613346;-0.1503312;0.7180741
2206194705;41.14235;-8.61305;-0.1503261;0.7180695
2206349297;41.14157;-8.612869;-0.1503229;0.7180558
2206589844;41.14121;-8.614513;-0.1503516;0.7180495
2207399542;41.14165;-8.614697;-0.1503548;0.7180573
2207402779;41.14082;-8.615197;-0.1503635;0.7180427
2207418923;41.14108;-8.61459;-0.150353;0.7180473
2207418929;41.14111;-8.614564;-0.1503525;0.7180479
2207418932;41.14102;-8.614639;-0.1503538;0.7180463
2209932686;41.1418;-8.615276;-0.1503649;0.7180599
2211241776;41.14276;-8.614246;-0.150347;0.7180766
2211241852;41.14284;-8.614625;-0.1503536;0.718078
2211264990;41.14277;-8.614214;-0.1503464;0.7180767
2211264991;41.14272;-8.614183;-0.1503459;0.7180759
2211264995;41.14278;-8.614176;-0.1503457;0.7180769
2211264997;41.14275;-8.614223;-0.1503466;0.7180765
2211264998;41.14268;-8.614174;-0.1503457;0.7180753
2211264999;41.14283;-8.614071;-0.1503439;0.7180778
2211265001;41.1428;-8.614138;-0.1503451;0.7180772
2211299275;41.14061;-8.613109;-0.1503271;0.718039
2211312946;41.14039;-8.613111;-0.1503271;0.7180353
2211312949;41.1404;-8.613099;-0.1503269;0.7180355
2211312952;41.14041;-8.613091;-0.1503268;0.7180356
2211312953;41.14039;-8.613123;-0.1503274;0.7180352
2211312968;41.14037;-8.613141;-0.1503277;0.718035
2211312977;41.14042;-8.613084;-0.1503267;0.7180358
2211312992;41.14043;-8.613082;-0.1503266;0.7180361
2211383251;41.14331;-8.615952;-0.1503767;0.7180862
2211383286;41.14326;-8.615808;-0.1503742;0.7180854
2213037941;41.14117;-8.617213;-0.1503987;0.7180488
