2213321426;41.14312;-8.617461;-0.1504031;0.718083
2213321456;41.14342;-8.617393;-0.1504019;0.7180882
2256214779;41.14264;-8.612329;-0.1503135;0.7180746
2256214800;41.14279;-8.612372;-0.1503143;0.7180771
2256217207;41.14201;-8.611984;-0.1503075;0.7180635
2256217208;41.14248;-8.612206;-0.1503113;0.7180716
2256217209;41.14265;-8.612283;-0.1503127;0.7180748
2256269812;41.14085;-8.61517;-0.1503631;0.7180433
2256269823;41.14105;-8.615163;-0.150363;0.7180467
2256269855;41.14089;-8.615163;-0.150363;0.718044
2262128243;41.14077;-8.615316;-0.1503656;0.718042
2319996578;41.143;-8.611081;-0.1502917;0.7180808
2319996587;41.14301;-8.611103;-0.1502921;0.7180809
2319996589;41.14302;-8.611115;-0.1502923;0.7180811
2356335529;41.14137;-8.613506;-0.150334;0.7180524
2356335539;41.14143;-8.61354;-0.1503346;0.7180535
2356335549;41.14121;-8.614222;-0.1503465;0.7180496
2356335559;41.14114;-8.614192;-0.150346;0.7180484
2356335584;41.14143;-8.613495;-0.1503339;0.7180535
2356335592;41.14119;-8.614261;-0.1503472;0.7180492
2356335602;41.14114;-8.614239;-0.1503468;0.7180484
2356335615;41.14139;-8.613471;-0.1503334;0.7180527
2356350454;41.14253;-8.614192;-0.150346;0.7180727
2356350457;41.14251;-8.614232;-0.1503467;0.7180722
2356350470;41.14252;-8.614059;-0.1503437;0.7180725
2356350474;41.14247;-8.614261;-0.1503472;0.7180716
2356350494;41.14254;-8.614096;-0.1503443;0.7180728
2356350497;41.14254;-8.614146;-0.1503452;0.7180728
2356350502;41.14249;-8.614017;-0.150343;0.718072
2356376611;41.14161;-8.614807;-0.1503568;0.7180565
2356376617;41.14166;-8.615279;-0.150365;0.7180575
2356376621;41.14161;-8.615017;-0.1503604;0.7180566
2356465228;41.14164;-8.615374;-0.1503666;0.7180572
2356503866;41.14172;-8.616266;-0.1503822;0.7180585
2356503904;41.14172;-8.61599;-0.1503774;0.7180584
2356505216;41.14177;-8.61599;-0.1503774;0.7180594
2356505218;41.14166;-8.616266;-0.1503822;0.7180575
2356505219;41.14185;-8.61612;-0.1503797;0.7180608
2356505222;41.14167;-8.61663;-0.1503886;0.7180575
2356505224;41.14166;-8.616319;-0.1503831;0.7180575
2356505225;41.14165;-8.615989;-0.1503774;0.7180573
2356536980;41.1426;-8.614077;-0.150344;0.7180738
2466263947;41.14267;-8.612187;-0.150311;0.7180751
2466263948;41.14248;-8.612157;-0.1503105;0.7180717
2466269904;41.14302;-8.610777;-0.1502864;0.7180812
2466276661;41.14302;-8.61095;-0.1502894;0.7180812
2468364178;41.1417;-8.611823;-0.1503047;0.718058
2468364181;41.14285;-8.610627;-0.1502838;0.7180783
2469350601;41.14221;-8.616184;-0.1503808;0.718067
2915025624;41.14142;-8.616984;-0.1503948;0.7180532
3387597048;41.1408;-8.615229;-0.1503641;0.7180425
3387597049;41.14091;-8.613158;-0.150328;0.7180443
3387597051;41.141;-8.614692;-0.1503547;0.7180459
3387597056;41.14271;-8.613729;-0.1503379;0.7180758
3387597057;41.14273;-8.614089;-0.1503442;0.7180761
3387597061;41.14308;-8.613728;-0.1503379;0.7180822
3387597069;41.14344;-8.612;-0.1503077;0.7180885
3387597070;41.14348;-8.613184;-0.1503284;0.7180892
3387597794;41.14427;-8.612109;-0.1503097;0.718103
3392710660;41.14062;-8.615797;-0.150374;0.7180392
3392710674;41.14093;-8.615163;-0.150363;0.7180446
3392710676;41.1411;-8.615316;-0.1503656;0.7180477
3392710685;41.14138;-8.614503;-0.1503514;0.7180526
3392710689;41.14156;-8.61307;-0.1503264;0.7180556
3392710692;41.14165;-8.614911;-0.1503586;0.7180573
3392711295;41.1417;-8.61599;-0.1503774;0.7180581
3392711297;41.1417;-8.616266;-0.1503822;0.7180582
3392711302;41.14284;-8.614599;-0.1503531;0.718078
3392711305;41.14302;-8.610931;-0.1502891;0.7180812
3457190272;41.14283;-8.614704;-0.150355;0.7180779
3688773917;41.14425;-8.612137;-0.1503101;0.7181026
3688773918;41.14426;-8.612121;-0.1503099;0.7181028
4199180593;41.14108;-8.614478;-0.150351;0.7180474
4199223989;41.14116;-8.614534;-0.150352;0.7180487
4527005384;41.1412;-8.614517;-0.1503517;0.7180494
4527005386;41.14145;-8.613364;-0.1503316;0.7180538
4529130480;41.14254;-8.614118;-0.1503447;0.7180728
4529130481;41.14264;-8.614099;-0.1503444;0.7180744
4529130486;41.14271;-8.615278;-0.150365;0.7180757
4529130488;41.14216;-8.614373;-0.1503492;0.7180662
4529131591;41.14171;-8.61452;-0.1503517;0.7180583
4529131593;41.14165;-8.614652;-0.150354;0.7180573
4529131595;41.14164;-8.615398;-0.1503671;0.7180572
4529131597;41.14171;-8.615299;-0.1503653;0.7180583
4529131600;41.14156;-8.615314;-0.1503656;0.7180557
4529131602;41.14166;-8.615191;-0.1503634;0.7180574
4529131604;41.14109;-8.61458;-0.1503528;0.7180475
4529131605;41.14105;-8.614558;-0.1503524;0.7180468
4529131608;41.1409;-8.615317;-0.1503657;0.7180442
4529131610;41.14075;-8.615414;-0.1503673;0.7180415
4529131612;41.14167;-8.616655;-0.150389;0.7180575
4554258208;41.14096;-8.613189;-0.1503285;0.7180452
4679272904;41.1428;-8.615147;-0.1503627;0.7180773
4679272915;41.14278;-8.615386;-0.1503669;0.7180769
4681665499;41.14249;-8.615365;-0.1503665;0.7180719
